Full Name,Description,Job,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Reason,Known for,Notable Work,Image,Website,Children,Native Name,Signature,Title,Honours,Awards,Education,Birth Name,Nationality,Weight,Height,Eye Color,Hair Color
Sunita Narain,,[[environmentalism|Environmentalist]],,,,,1961,,New Delhi,,,,,Sunita Narain CSE.jpg,,,,,,,"[[Padma Shri]], [[Raja-Lakshmi Award]], [[Stockholm Water Prize]],",,,[[India]]n,,,,
Sunita Sharma,,,,,,,,,,,,,,,,,,,,,,,,[[India]],,,,
Sunita Singh,,,India,,,,{{Birth date and age|1974|2|22|df|=|yes}},,"[[Amritsar]], [[India]]",,,,,,,,,,,,,,,,,,,
Sunita Singh Choken,,"Mountaineer, activist",,,,,,,,,,"Climbing [[Mount Everest]], [[Beti Bachao, Beti Padhao]], [[Nari Shakti Puraskar]]",,Sunita Profile.jpg,,,,,,,,,,[[India]]n,,,,
Sunitha Rao,,,{{Flag|United States}} <small>(2000–09)</small><br> {{Flag|India}} <small>(2007–09; Fed Cup and Olympic tournaments only)</small>,,,,{{Birth date and age|1985|10|27}},,"[[Jersey City, New Jersey]], U.S.",,,,,Sunitha Rao Albuquerque 2008.jpg,,,,,,,,,,,,5 ft 7 in,,
Suniti Devi,,,,,,,30 September 1864,10 November 1932 (aged 68),[[Kolkata]],Ranchi,,"Social worker, Educator",,"Suniti Devi, Maharani of Cooch Behar.jpg",,,,,,,,,,[[Indian people|Indian]],,,,
Suniti Namjoshi,,"Poet, author, educator",,,,,1941,,"[[mumbai]], India",,,,''Feminist Fables'',,,,,,,,,"{{plain list |
* [[University of Missouri]] (Master's degree)
* [[McGill University]] (PhD)}}",,Indian-born English,,,,
Sunny Singh,,,,,,,{{Birth date and age|df|=|yes|1969|5|20}},,,,,,,,,,,,Professor of Creative Writing and Inclusion in the Arts,,,,,,,,,
Suprava Samal,,,,,,,{{birth date and age|df|=|yes|1990|6|16}},,"[[Bhubaneshwar]], [[Odisha]], India",,,,,,,,,,,,,,,,,,,
Supriya Jatav,,,{{IND}},,,,{{birth date and age|df|=|yes|1991|10|20}},,"[[Gujarat]], [[India]]",,,,,,,,,,,,,"B.Com, PGDCA",,Indian,,{{height|m|=|1.65|precision|=|0}},,
Supriya Routray,,,,,,,{{birth date and age|1990|6|12|df|=|y}},,,,,,,,,,,,,,,,,,,,,
Surajit Chandra Sinha,,"Anthropologist, administrator",,,,[[Purnima Sinha]],{{birth date and age|1926|8|1|df|=|y}},{{death date and age|2002|2|27|1926|8|1|df|=|y}},"[[Durgapur Upazila, Netrokona|Durgapur]], [[Bengal Presidency]], British India","[[Santiniketan]], [[West Bengal]], India",,,,Surajit Sinha.jpg,,,,,,,,,,Indian,,,,
Surbhi Misra,,,,,,,,,"[[Jaipur]], [[India]]",,,,,,,,,,,,,,,,,,,
Surekha,,,,,,,,,,,,Video and photo works,,,http://surekhainfo.com/,,,,,,,,,Indian,,,,
Surily Goel,,[[Fashion designer]],,,,,,,,,,,,Surily Goel at Ishkq In Paris-Isabelle Adjani event 10.jpg,,,,,,,,,,Indian,,,,
Sushila Chanu Pukhrambam,,,,,,,{{birth date and age|1992|02|25|df|=|yes}},,"[[Imphal]], [[Manipur]], India",,,,,Sushila Chanu.jpg,,,,,,,,,,,,,,
Sushila Didi,,,,,,,,,[[Punjab]],,,,,Sushila_Didi.jpg,,,,,,,,,,,,,,
Sushma Verma,,,India,,,,{{birth date and age|df|=|yes|1992|11|05}},,"[[Shimla]], [[Himachal Pradesh]]",,,,,2017 Women's Cricket World Cup IMG 2644 (36007573911).jpg,,,,,,,,,,,,,,
Sushree Dibyadarshini Pradhan,,,,,,,{{birth date and age|df|=|yes|1997|9|8}},,"[[Dhenkanal]], [[Orissa]], India",,,,,Sushree Dibyadarshini.jpg,,,,,,,,,,,,,,
Susmita Bagchi,,"Lecturer ,Fiction Writer,  Editor, Bureaucrat",,,,[[Subroto Bagchi]],{{birth date |df|=|yes|1960|09|25}},,,,,,"Children of a Better God,<br>''Akasha Jeunthi Katha''",,,,,,,,"Sahitya Akademi Award ,<br>Prajatantra Award ,  <br>Gangadhar Rath Foundation Award",,,Indian,,,,
Sussanne Khan,,"[[fashion designer]], interior designer",,,,{{marriage|[[Hrithik Roshan]]|2000 |2014|reason|=|divorce}},{{birth date and age|df|=|y|1978|10|26}},,"[[Bombay]], [[Maharashtra]], [[India]]",,,,,Suzanne launches Architectural Digest's AD Magical Spaces 08.jpg,[http://thecharcoalproject.com Sussanne Khan],2,,,,,,,,Indian,,,,
Sutapa Deb,,[[Journalist]],,,,,,,,,,,,"The Director “One Day from Hangman’s Life’ Joshy Joseph, Sutapa Deb Director ‘India Matters’ and Laxmikant Shetgoankar.jpg",,,,,,,,,,Indian,,,,
Sutirtha Mukherjee,,,,,,,{{birth date and age|1995|10|10|df|=|yes}},,"[[Kolkata]], [[India]]",,,,,,,,,,,,,,,Indian,,,,
Suvira Jaiswal,,,,,,,,,India,,,,,Prof. Suvira Jaiswal (Taken in 2016).jpg,,,,,,,,,,,,,,
Swagatika Bijaya Rath,,,India,,,,{{birth date and age|1994|11|02|df|=|yes}},,"[[Jaipur]], [[Rajasthan]], India",,,,,,,,,,,,,,,,,,,
Swapna,,"[[Journalist]] and [[TV anchor]], singer",,,,,{{Birth date and age|df|=|y|1974|9|6}},,"[[Hyderabad, Andhra Pradesh|Hyderabad]], India",,,,,,,,,,,,,,,,,,,
Dr. Swapna Patker,,"Film producer, writer, entrepreneur",,,,,,,"[[Maharashtra]], India",,,,,Swapna Patker and Hrishitaa Bhatt (cropped).jpg,"{{url|drswapnapatker.com/}} , {{url|mindworkstrainingsystem.com/}}",,,,,,,"[[Indira Gandhi National Open University]], [[University of Mumbai]]",,Indian,,,,
Swarnakumari Devi,,"Poet, novelist, musician, social worker",,,,Janakinath Ghosal,{{Birth date|df|=|yes|1855|08|28}},{{Death date and age|df|=|yes|1932|07|03|1855|08|28}},"[[Calcutta]], [[Bengal Presidency|Bengal]], British India","[[Calcutta]], [[Bengal Presidency|Bengal]], British India",,,,Swarnakumari Devi.jpg,,Hiranmoyee Devi<br/>[[Sarala Devi Chaudhurani]]<br/>Sir Josna Ghosal<br/>Urmilla Tagore,,,,,,,,[[Provinces of British India|British Indian]],,,,
Swati Ghate,,,,,,,{{birth date and age|1980|1|16}},,,,,[[Chess]],,Swathi ghate 20081119 olympiade dresden.jpg,,,{{lang-mr|स्वाती घाटे}},,,,,,,Indian,,,,
Swati Kaushal,,[[Novelist]],,,,,,,,,,,"Piece of Cake, A Girl Like Me, Drop Dead, Lethal Spice, A Few Good Friends",,,,,,,,,,,,,,,
Swati Singh,,,{{IND}},,,,{{birth date and age|1987|10|2|df|=|yes}},,"[[Varanasi]], [[Uttar Pradesh]], India",,,,,,,,,,,,,,,[[India]]n,{{convert|53|kg|lb|abbr|=|on}} (2014),{{convert|1.65|m|ftin|abbr|=|on}} (2014),,
Sweta Shervegar,,,India,,,,{{birth date and age|1990|11|12|df|=|yes}},,"[[Mumbai]] ,[[India]]",,,,,,,,,,,,,,,{{IND}},{{convert|68|kg|lb|0|abbr|=|on}},{{height|cm|=|175|abbr|=|on}},,
Sweta Singh,,Journalist,,,,Sanket Kotkar,,,,,,[[News anchor]] of [[Aaj Tak]],,Sweta Singh.png,,,,,,,,[[Patna Women's College]],,{{flagicon|IND}} [[India]]n,,,,
Sweta Mohanlal Verma,,,India,,,,{{birth date and age|1996|11|19|df|=|yes}},,,,,,,,,,,,,,,,,,,,,
Syeda Bilgrami Imam,,"Writer, Advertising Professional, Member of two National Commissions of Govt of India for 6 years",,,,,{{birth date and age|df|=|yes|1941|11|09}},,"[[Hyderabad, India|Hyderabad]], [[British India]]",,,,,Syeda Imam B.jpg,,,,,,,,,,Indian,,,,
T. Sunandamma,,Writer,,,,,1917,27 January 2006,"[[Tumkur]], [[Karnataka]]",,,,,[[File:T Sunandamma.png]],,,,,,,,,,,,,,
Tabassum,,"Actress, Talk show host",,,,Vijay Govil,{{Birth date and age|df|=|y|1944|7|9}},,"[[Bombay]], [[British India]]",,,''[[Phool Khile Hain Gulshan Gulshan (TV series)|Phool Khile Hain Gulshan Gushan]]'' (1972–1993),,Baby Tabassum.JPG,,,,,,,,,Kiran Bala Sachdev,[[Indian people|Indian]],,,,
Tamil,,,,,,,,,,,,,,Word Tamil.svg,,,,,,,,,,,,,,
Tania Sachdev,,,[[India]],,,,{{Birth date and age|1986|8|20|df|=|y}},,"[[Delhi]], India",,,,,Tania Sachdev (29793031373) (cropped).jpg,,,,,{{Ubl | [[International Master]] (2008) | [[Woman Grandmaster]] (2005)}},,,,,,,,,
Tanisha Crasto,,,{{BHR}} (2013–2016)<br> {{IND}} (2018–present),,,,{{birth date and age|df|=|yes|2003|5|5}},,"[[Dubai]], [[United Arab Emirates]]",,,,,,,,,,,,,,,,,,,
Taniya Bhatia,,,India,,,,{{birth date and age|1997|11|28|df|=|yes}},,"[[Chandigarh]], India",,,,,2020 ICC W T20 WC I v B 02-24 Bhatia (01).jpg,,,,,,,,,,,,,,
Tanka Bahadur Subba,,,,,,,,,"[[Darjeeling district, West Bengal]], India",,,,,,,,,,,,,,,,,,,
Tanushree Shankar,,dancer and choreographer,,,,[[Ananda Shankar]],{{Birth date and age|df|=|y|1956|03|16}},,,,,,,"Sangeet Natak Akademi Awardee.Tanushree Shankar, Dance, at the investiture ceremony, at Rashtrapati Bhavan (cropped).jpg",,,,,,,,,,,,,,
Tanvi Khanna,,,{{IND}},,,,{{birth date and age|df|=|y|1996|07|23}},,"[[New Delhi]], India",,,,,,,,,,"Career Highlights and Awards
*4x 2nd-team All-American (2016, 2017, 2018)
*4x 1st-team All-Ivy League (2016, 2017, 2018)",,,,,,57 kg,1.70 m,,
Tanvi Lad,,,{{IND}},,,,{{birth date and age|df|=|yes|1993|1|30}},,,,,,,Tanvi_Lad.jpg,,,,,,,,,,,,,,
Tanvie Hans,,,,,,,,,"[[Delhi]], India",,,,,,,,,,,,,,,,,,,
Tara Deodhar,,,,,,,,,"[[Pune]], [[Maharashtra]]",,,,,Tara and Sunder Deodhar.jpg,,,,,,,,,,,,,,
Tara Iyer,,,{{IND}},,,,,,"[[Hyderabad, India|Hyderabad]], India",,,,,,,,,,,,,,,,,,,
Tara Rani Srivastava,,,,,,Phulendu Babu,,,"[[Bihar]], India",,,Member of [[Mahatma Gandhi]]'s [[Quit India Movement]],,,,,,,,,,,,India,,,,
Tarigonda Vengamamba<br>Matrusri Tarigonda Vengamamba,,,,,,,20 April 1730,21 August 1817 (aged 87),"Tarikonda village, [[Andhra Pradesh]]",[[Tirumala]],,,"Vishnu Parijatham, Chenchu Natakam, Rukmini Natakam and Jala Krida Vilasam and Mukthi Kanthi Vilasam (all Yaksha Ganams), Gopi Natakam (Golla Kalapam-Yakshaganam), Rama Parinayam, Sri Bhagavatham, Sri Krishna Manjari, Tatva Keerthanalu and Vashista Ramayanam (Dwipada), Sri Venkataachala Mahatyam (Padya Prabhandam) and Ashtanga Yoga, Saram (Padyakruthi).",Tarigonda Vengamamba 2017 stamp of India.jpg,,,Tharigonda Vengamamba,,,,,,,Indian,,,,
Tarkeshwari Sinha,,,,,,,{{birth date|1926|12|26|df|=|y}},{{death date and age|2007|08|14|1926|12|26|df|=|y}},"Tulsigarh, [[Nalanda District]], [[Bihar]]",[[New Delhi]],,,,,,,,,,,,,,[[India]]n,,,,
Malik twins,,,,,,,21 June 1991,,"[[Sonipat, Haryana]], India",,,First female twins to climb [[Mount Everest]] and first siblings and twins to scale the [[Seven Summits]],,Endurance training for Mt Carstensz Pyramid.JPG,{{url|https://nungshitashi.com}},,,,,,,,Tashi Malik and Nungshi Malik,,,,,
Tavleen Singh,,Author and Columnist,,,,[[Salman Taseer]] - 1980 <br />[[Ajit Gulabchand]],{{birth year and age|1950}},,"[[Mussoorie]], [[Uttarakhand]], [[India]]",,,,,Tavleen Singh - India Economic Summit 2011.jpg,{{URL|https://www.tavleensingh.com/}},[[Aatish Taseer]],,,,,,,,,,,,
Teesta Setalvad,,Civil rights activist and journalist,,,,,{{birth date and age|df|=|yes|1962|2|09}},,"[[Mumbai]], [[Maharashtra]], India",,,,,Teestapic.jpg,,,,,,,,,,Indian,,,,
'''Tejaswini Gowda''',,,,,,Sreeramesh,,,"Doddarayappanahalli-Kanivenarayanapura, [[Bangalore]], [[Karnataka]]",,,,,,http://tejasvinigowda.com/,2,,,,,,,,,,,,
Tejaswini Sawant,,,{{IND}},,,,{{birth date and age|1980|9|12|df|=|yes}},,"[[Kolhapur]], [[Maharashtra]], India",,,,,"The President, Smt. Pratibha Devisingh Patil presenting the Arjuna Award for the year-2011 to Ms. Tejaswini Ravindra Sawant for Shooting, in a glittering ceremony, at Rashtrapati Bhavan, in New Delhi on August 29, 2011.jpg",,,,,,,,,Tejaswini Sawant,Indian,,,,
Teji Bachchan,,[[Social activist]],,Sardar Khazan Singh Suri,Amar Kaur Sodhi,{{marriage|[[Harivansh Rai Bachchan]]|1941|2003|end|=|his death}},{{birth date|1914|08|12|df|=|yes}},{{death date and age|df|=|yes|2007|12|21|1914|08|12}},"[[Faisalabad|Lyallpur]], [[Punjab Province (British India)|Punjab]], [[British Raj|British India]]","[[Mumbai]], [[Maharashtra]], India",,,,Teji Suri Bachchan.jpeg,,2 (including [[Amitabh Bachchan]]),,,,,,,Tejwant Kaur Suri,[[Indian people|Indian]],,,,
Temsüla Ao,,{{hlist|Poet|ethnographer}},,,,,{{Birth year and age|1945}},,"[[Jorhat]], [[Bengal Presidency]], [[British India]] (Present-day Jorhat, [[Assam]], [[India]])",,,,"[[Laburnum For My Head]], These Hills Called Home: Stories From A War Zone",Temsula Ao.jpg,,,,,,,[[Padma Shri]] (2007)<br />[[List of Sahitya Akademi Award winners for English|Sahitya Akademi Award]] (2013),,,[[India]]n,,,,
Teresa Albuquerque,,,,,,,1930,2017,,,,,,,,,,,,,,,,,,,,
Thamarai,,"Lyricist, poet, journalist",,,,[[Thozhar Thiyagu]],{{Birth date and age|df|=|yes|1975|11|10}},,"[[Coimbatore]], [[Tamil Nadu]], India",,,,,,,1,,,,,{{ubl|Filmfare Awards South |Tamil Nadu State Film Awards|Vijay Awards | Filmfare Award|ITFA Best Lyricist Award|Meera Isaiaruvi Tamil Music Award| Anandha Vikatan awards| Zee Cine Awards| TSIIMA Award}},,,Indian,,,,
Thangam Philip,,"Nutritionist, writer",,,,,{{Birth date|1921|5|12|df|=|y}},{{Death date and age|2009|1|28|1921|5|12|df|=|y}},"[[Kozhikode]], [[Kerala]], India","[[Pallom]], [[Kottayam]], [[Kerala]], India",,Hospitality education,,,,,,,,,[[Padma Shri]]<br>[[Food and Agriculture Organization|FAO]] Ceres Medal<br>Knighthood of the Order of Cordon Bleu Du Sant Esprit<br>Firestone Award,,,,,,,
The God of Small Things,,,[[India]],,,,,,,,,,,File:Thegodofsmallthings.jpg,,,,,,,,,,,,,,
The Inheritance of Loss,,,[[India]],,,,,,,,,,,File:Inheritance of loss cover.jpg,,,,,,,,,,,,,,
The Lowland,,,United States,,,,,,,,,,,File:The Lowland (novel).jpg,,,,,,,,,,,,,,
The Zoya Factor,,,[[India]],,,,,,,,,,,The Zoya Factor.jpg,,,,,,,,,,,,,,
Murugesan Dickeshwashankar Thirush Kamini,,,India,,,,{{birth date and age|1990|07|30|df|=|y}},,"[[Chennai]], [[Tamil Nadu]], India",,,,,Kamini1.jpg,,,,,,,,,,,,,,
Tho. Paramasivan,,Writer,,,,,1950,{{Death date and age|df|=|yes|2020|12|24|1950}},"[[Palayamkottai]], [[Tirunelveli]], [[Tamil Nadu]]",,,,''Alagar Kovil''<br/>''Ariyapatatha Tamilagam'',[[File:தொ_பரமசிவன்.jpg|frameless]],,,,,,,,,,[[India]]n,,,,
Thokchom Umapati Devi,,,,,,,{{birth date and age|df|=|yes|1994|3|10}},,"[[Imphal]], [[Manipur]], India",,,,,,,,,,,,,,,,,,,
Thongam Tababi Devi,,,,,,,,,"[[Manipur]], [[India]]",,,,,,,,,,,,,,,,,,,
Thulasi Helen,,,,,,,1986,,"[[Chennai]], [[India]]",,,,,,,,,,,,,,Thulasi Ekanandam,[[India]]n,55 kg,152cm,,
Tiffany Brar,,"[[Social worker]], [[Special educator]]",,,,,,,"[[Chennai]], [[Tamil Nadu]]",,,"Social activist, [[Motivational Speaker]], Inclusion, Disability rights and Advocacy",,Tiffany Brar.jpg,,,,,,,"National Award from the [[President of India]], [[Holman Prize]]",,Tiffany Maria Brar,,,,,
তিলোত্তমা মোজুমদার,,Novelist,,,,,{{Birth date and age|1966|01|11|mf|=|yes}},,,,,,,Tilottama Majumdar - Kolkata 2015-10-10 5367.JPG,,,,,,,"*[[Ananda Purashkar|Anondo Puroshkar]] (বোসুধারা, 2003)
*[[Kakkanadan Foundation Sahithya Puraskaram]] (রাজপাট, 2013)
*[[Sailjanananda Smriti Puraskar]]
*[[Sarot Sriti Puroshkar]]",,,,,,,
Timotheas Hembrom,,,,,,,,,"[[Kolkata]], India",,,,,,,,,,The Reverend Doctor,,,"[[L.Th.]]/Santal Theological College, Benagaria,<br />[[B. D.]]/[[United Theological College, Bangalore]],<br />[[M. Th.]]/[[United Theological College, Bangalore]],<br />[[D.Th.]]/[[South Asia Theological Research Institute]], [[Bangalore]]",,,,,,
Tine Mena,,,,,,from Desali village,{{Birth date and age|df|=|yes|1986|9|17}},,"[[Echali]], [[Upper Dibang Valley]], [[Arunachal Pradesh]]",,,,,,,1,,,,,,,,{{IND}},,,,
Tishani Doshi,,"Poet, writer, dancer",,,,Carlo Pizzati,{{birth date and age|1975|12|09|df|=|y}},,"[[Madras]], [[India]]",,,,"''Small Days and Nights'' (novel), ''Countries of the Body'' (poetry)",Tishani Doshi profile 1.jpg,{{URL|http://www.tishanidoshi.com/}},,,,,,[[Forward Prizes for Poetry]],,,,,,,
Toru Dutt,,Poet,,,,,{{Birth date|df|=|yes|1856|3|4}},{{Death date and age|1877|8|30|1856|3|4|df|=|yes}},"12 Maniktollah Street, Rambagan, [[Calcutta]], [[Bengal Presidency|Bengal]], [[British Raj|British India]]","[[Calcutta]], [[Bengal Presidency|Bengal]], [[British Raj|British India]]",,,,Toru Dutt portrait.jpg,,,,,,,,,,[[Provinces of British India|British Indian]],,,,
Track and field,,,,,,,,,,,,,,Track_and_field_stadium.jpg,,,,,,,,,,,,,,
Trisha Deb,,,{{IND}},,,,{{birth date and age|1991|10|21}},,"[[Manipur]], India",,,,,Trisha Deb - Incheon AsianGames Archery 51 (15184811548) (cropped).jpg,,,,,,,,,,,,,,
Trupti Murgunde,,,{{IND}},,,,{{birth date and age|df|=|yes|1982|06|03}},,"[[Pune]], India",,,,,,,,,,,,,,,,,1.69 m,,
Tsering Landol,,Gynecologist,,,,unmarried,,,"[[Ladakh]], [[Jammu and Kashmir (princely state)|Jammu and Kashmir]], India",,,,,"The President, Dr. A.P.J. Abdul Kalam presenting Padma Shri to Dr. (Ms.) Tsering Landol, a Gynaecologist & Obstetrician of Leh Ladakh, at an Investiture Ceremony at Rashtrapati Bhavan in New Delhi on March 29, 2006.jpg",,none,,,,,"[[Padma Shri]], [[Padma Bhushan]]",,,,,,,
Tuli Goon,,,,,,,{{birth date and age|df|=|yes|1988|2|21}},,"[[Kolkata]], [[West Bengal]], [[India]]",,,,,,,,,,,,,,,,,,,
Twinkle Khanna,,{{hlist|Author|columnist|film producer|former actress}},,[[Rajesh Khanna]],[[Dimple Kapadia]],{{marriage|[[Akshay Kumar]] | 2001}},{{Birth date and age|df|=|y|1974|12|29}},,"[[Mumbai|Bombay]], Maharashtra, India",,,,,Twinkle khanna.jpg,,2,,,,,,,Tina Jatin Khanna,,,,,
Uda Devi,,,,,,,,November 1857,Lucknow,"Sikandar Bagh, Lucknow, India",,[[Indian Rebellion of 1857]],,"The Union Minister for Health & Family Welfare, Shri J.P. Nadda paying homage to the freedom fighter Uda Devi, at Sikandar Bagh, Lucknow on August 19, 2016.jpg",,,,,,,,,,,,,,
Udita Duhan,,,,,,,{{Birth date and age|1998|1|14|df|=|y}},,"[[Hisar district|Hisar]], [[Haryana]], [[India]]",,,,,,,,,,,,,,,,54 kg,1.58 m,,
Ujwala Vasudev Nikam,,,India,,,,{{Birth date and age|1958|6|19|df|=|yes}},,"[[Pune]], [[India]]",,,,,,,,,,,,,,,,,,,
Uma Bardhan,,Artist,,,,,1945,,"[[Kolkata, West Bengal]], India",,,,,Uma Bardhan.jpg,https://www.umabardhan.com/,,,,,,,,,,,,,
Uma Chakravarti,,,,,,Anand Chakravarti,20 August 1941,,"Delhi, India",,,,,Uma chak.jpg,,,,,,,,,,,,,,
Uma Nehru,,"[[Indian independence movement|Indian independence activist]], [[Lok Sabha]] member",,,,Shamlal Nehru,{{birth date|1884|3|8|df|=|yes}},{{death date and age|1963|8|28|1884|3|8|df|=|yes}},"[[Agra]], [[North-Western Provinces]], [[British India]]","[[Lucknow]], [[Uttar Pradesh]], [[India]]",,,,,,[[Shyam Kumari Khan]]<br />Anand Kumar Nehru,,,,,,,,[[India]]n,,,,
Uma Tuli,,Social worker,,,,,{{Birth-date and age|3 March 1943}},,"New Delhi, India",,,,,,{{URL|amarjyotirehab.org|Official web site of Amar Jyoti Charitable Trust}},,,,,,[[Padma Shri]]<br>Nehru Smriti Award and President's Gold Medal<br>Hong Kong Foundation Award<br>[[United Nations Economic and Social Commission for Asia and the Pacific|UN-ESCAP]] Award<br>Jhunjhunwala Award<br>Manv Seva Award<br>Helen Keller Award<br>Women Achiever's Award<br>Lakshmipat Singhania – IIM National Leadership Award,,,,,,,
Umarji Anuradha Kavuri,,Writer,,,,Dr Kavuri Venkata Sridhar Kumar Screen Name Gautham Kashyap,,,,,,,,Umarji Anuradha.jpeg,,"Son, Naahushi Kavuri",,,,,"Akkineni Abhinandana Award for Best Dialogue Writer of the year 2010 , Super Hit Film Weekly Award","BA, EngLit, MA Telugu,Lit",,[[Demographics of India|Indian]],,,,
Upinderjit Kaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urvashi Butalia,,{{Nowrap|Publisher and historian <br> Co-founder of [[Kali for Women]] (1984) <br> Founder of [[Zubaan Books]] (2003)}},,,,,{{Birth year and age|1952}},,"[[Ambala]], [[Haryana]], India",,,,,UrvashiButalia.jpg,{{URL|zubaanbooks.com}},,,,,,,,,,,,,
Usha Mehta,,"Activist, Professor",,,,,{{Birth date|df|=|yes|1920|03|25}},{{Death date and age|df|=|yes|2000|08|11|1920|03|25}},"[[Gujarat, India]]",,,Gandhian and freedom fighter of India,,Usha Mehta.png,,,,,,,[[Padma Vibhushan]] (1998),[[PhD]] in Gandhian thought,,,,,,
Usha Nagisetty,,,,,,,{{birth date and age|df|=|yes|1984|08|13}},,"[[Visakhapatnam]], [[Andhra Pradesh]], [[India]]",,,,,,,,,,,,,,,[[Demographics of India|Indian]],[[Flyweight]],,,
Usha Thorat,,,,,,YSP Thorat,{{birth date and age|df|=|yes|1950|2|20}},,Chennai,,,Deputy Governor   [[Reserve Bank of India]],,,,,,,,,,,Usha Iyer,Indian,,,,
Usha Upadhyay,,"Writer, poet and professor",,,,,{{Birth date and age|df|=|y|1956|6|7}},,"[[Bhavnagar]], [[Gujarat]], India",,,,,Usha upadhyay.jpg,,,,,,,,"MA, PhD",Usha Ghanshyam Upadhyay,,,,,
Usha Vijayaraghavan,,,,,,K. VijayRaghavan,1961,,,,,"Molecular Genetics, Plant Development",,,,,,,,,,,,Indian,,,,
Uthara Menon,,"fashion costume designer, celebrity stylist",,,,,,,,,,fashion designing,,,,,,,,,,,,[[India]]n,,,,
Uthpala Chakraborty,,,India,,,,,,"[[Delhi]], India",,,,,,,,,,,,,,,,,,,
Utsa Patnaik,,,,,,[[Prabhat Patnaik]],,,,,,,,Prof Utsa Patnaik VVGiriAward Aug 29 2012 02.jpg,,,,,,,,,,,,,,
V. Anamika,,[[Contemporary Artist]],,,,,{{birth date and age|1975|3|12|df|=|y}},,"Chennai, Tamil Nadu",,,,,Anami face.jpg,,,,,,,"55th National [[Lalit Kala Akademi]] Award <br>The Charles Wallace India Trust Award <br>Visiting Artist Award-Edinburgh printmakers studio <br>[[Lalit Kala Akademi]] Scholarship for young artist <br>Award for Excellence, Yali Foundation",Master of Fine Arts (Painting and Printmaking),Anamika,Indian,,,,
Surekha Vazhalipilli Suresh,,,{{flagcountry|India}},,,,{{birth date and age|df|=|yes|1984|8|14}},,"[[Kerala]], [[India]]",,,,,,,,,,,,,,,[[India]]n,,,,
V. Varshini,,,,,,,{{Birth date and age|1998|08|28|df|=|y}},,"[[Karaikudi]], [[Tamil Nadu]], India",,,,,,,,,,[[Woman grandmaster]] (2019),,,,,,,,,
Vaidehi,,Writer,,,,,{{Birth date and age|df|=|yes|1945|02|12}},,"[[Kundapur]], [[Udupi district|Udupi]], [[Karnataka]], British India",,,,,Vaidehi.jpg,,2,,,,,{{awd|[[Sahitya Akademi Award]]|2009}},,'''Vasanti''',Indian,,,,
Vaishali Kasaravalli,,,,,,{{marriage|[[Girish Kasaravalli]]|1978|2010}},{{Birth date|df|=|yes|1952|04|12}},{{Death date and age|df|=|yes|2010|09|27|1952|04|12}},"[[Gulbarga]], [[Karnataka]], India","[[Bangalore]], [[Karnataka]], India",,,,Vaishali Kasaravalli.jpg,,[[Apurva Kasaravalli|Apurva]] (son) <br> [[Ananya Kasaravalli|Ananya]] (daughter),,,,,,,,,,,,
Vaishali Rameshbabu,,,India,,,,{{Birth year and age|2001}},,"[[Chennai]], [[Tamil Nadu]], India",,,,,,,,,,[[FIDE titles#Woman Grandmaster (WGM)|Woman Grandmaster]] (2018),,,,,,,,,
Valena Valentina,,,India,,,,{{birth date and age|df|=|yes|1988|7|8}},,"[[Bhubaneswar]], [[Odisha]], [[India]]",,,,,,,,,,,,,,,{{IND}},,,,
Vanaja Iyengar,,Mathematician<br>educationist,,,,[[Mohit Sen]],,2001,"Andhra Pradesh, India",,,Education,,,,,,,,,[[Padma Shri]]<br>[[Government of Andhra Pradesh]] Best Teacher Award<br>[[Rajiv Gandhi Foundation]] Fellowship,,,,,,,
Vandana Chiplunkar,,,[[India]],,,,,,,,,,,,,,,,,,,,,,,,,
Vandana Katariya,,,,,,,,,"Roshnabad, [[Uttar Pradesh]]<br>(now [[Uttarakhand]], India)",,,,,,,,,,,,,,,,50 kg,1.59 m,,
Vandana Shiva,,"Philosopher, environmentalist, author, professional speaker, social activist",,,,,{{Birth date and age|1952|11|5|df|=|yes}},,"[[Dehradun]], [[Uttar Pradesh]] (present-day [[Uttarakhand]]), India",,,,,Dr. Vandana Shiva DS.jpg,{{url|vandanashiva.com}},,,,,,"[[Right Livelihood Award]] (1993)<br>[[Sydney Peace Prize]] (2010)<br>
[[Mirodi Prize]]  (2016)<br>[[Fukuoka Asian Culture Prize]] (2012)",,,,,,,
Vandita Dhariyal,,,{{IND}},,,,,,,,,,,,,,,,,,,,,Indian,,,,
Vandna Gupta,,,{{IND}},,,,{{birth date and age|1994|12|17|df|=|yes}},,"[[Lucknow]], India",,,,,,,,,,,,,,,[[India]]n,{{convert|63|kg|lb|abbr|=|on}} (2014),{{convert|1.65|m|ftin|abbr|=|on}} (2014),,
Varija Bajaj,,[[Fashion designer]],,,,,,,,,,,,VarijaBajaj.jpg,,,,,,,"DLA Award, Women's achiever, One build India award, Economic Label award",,,Indian,,,,
