Full Name,Description,Job,Country,Father,Mother,Spouse,Birth Date,Death Date,Birth Place,Death Place,Death Reason,Known for,Notable Work,Image,Website,Children,Native Name,Signature,Title,Honours,Awards,Education,Birth Name,Nationality,Weight,Height,Eye Color,Hair Color
Sujata Mohapatra,,"[[Indian classical dancer]], [[performer]]",,,,,{{Birth date and age|df|=|y|1968|6|27}},,"[[Balasore]], [[Odisha]], [[India]]",,,,,Sujata Mohapatra.jpg,{{official website|http://www.heritageindia.org/sujata.html}},,,,,,,,,,,,,
Sujatha,,Actress,,,,Jayakar,{{birth date |1952|12|10|df|=|yes}},{{Death date and age|2011|4|6|1952|12|10|df|=|y}},"[[Galle]], [[Dominion of Ceylon]] (present-day [[Sri Lanka]])","[[Chennai]], [[Tamil Nadu]], [[India]]",,,,Sujatha (actress).jpg,,"Sajith, Divya",,,,,,,,,,,,
Sukanya,,{{Hlist | Bharatnatyam dancer | actress | music composer}},,,,Sridhar Rajagopalan <br>(m.2002; div.2003),{{Birth date and age|df|=|yes|1969|07|08}},,,,,,,,,,,,,,[[Kalaimamani]],,,,,,,
Sukumari Amma,,{{hlist|[[Actress]]|[[Indian classical dance|Classical dancer]]|[[Voice artist]]}},,,,[[A. Bhimsingh]]<br> (m.1959; died 1978),{{birth date|1940|10|6|df|=|y}},{{Death date and age|2013|3|26|1940|10|06|df|=|y}},"[[Nagercoil]], [[Travancore]], [[British India]]<br>(present-day [[Tamil Nadu]], [[India]])","[[Chennai]], [[Tamil Nadu]], India",,,,Sukumari_at_kollam.JPG,,Suresh Bhimsingh (b.1961),,,,,,,,,,,,
Sulakshana Pandit,,"Singer, actress",,,,,{{birth date and age|df|=|y|1954|07|12}},,,,,,,,,,,,,,,,,,,,,
Sulochana Latkar,,[[Actress]],,,,,{{birth-date and age|30 July 1928}},,"[[Belgaum]], [[Bombay Presidency]], [[British India]]",,,,,Sulochana Latkar (May 2011).jpg,,,,,,,Chitra Bhushan<br>Maharashtra Bhushan<br>[[Padma Shri]],,,,,,,
Dr. Suma Sudhindra,,"Musician,  instrumentalist, [[Saraswati veena|veena]]",,,,,,,India,,,,,,{{url|http://www.sumasudhindra.co.in/}},,,,,,,,,,,,,
Sumalatha,,{{hlist|Actress|Politician}},,,,{{marriage|[[Ambareesh]]|1991|2018|end|=|died}},{{Birth date and age|1962|8|27|df|=|y}},,"[[Madras]], [[Madras State]], [[India]]",,,,,Sumalatha (2).jpg,,[[Abhishek Gowda]],,,,,,,,,,,,
Suman Nagarkar,,Actress,,,,Gurudev Nagaraja,,,,,,,,Suman Nagarkar During the Shoot of Ishtakamya.JPG,,,,,,,,,,[[Indian people|United States of America]],,,,
Suman Ranganath,,[[Actress]],,,,"{{ubl
|marriage|[[Bunty Walia]]|ref|{{cite web|url=https://www.filmibeat.com/bollywood/news/2007/bunty-suman-marriage-140507.html|title=Bunty and Suman split up|date=14 May 2007|website=www.filmibeat.com}}{{bsn|date=July 2021}}|</ref>|2005|2007|reason|=|divorced|
|marriage|Sajan Chinnappa|ref|{{cite web|url=https://timesofindia.indiatimes.com/entertainment/kannada/movies/news/suman-ranganathan-ties-the-knot-with-businessman-sajan/articleshow/69664114.cms|title=Suman ties the knot with businessman Sajan|date=6 June 2019|website=www.timesofindia.com}}|</ref>|2019}} {{marriage|[[Bunty Walia]]|ref|{{cite web|url=https://www.filmibeat.com/bollywood/news/2007/bunty-suman-marriage-140507.html|title=Bunty and Suman split up|date=14 May 2007|website=www.filmibeat.com}}{{bsn|date=July 2021}}|</ref>|2005|2007|reason|=|divorced}} {{marriage|Sajan Chinnappa|ref|{{cite web|url=https://timesofindia.indiatimes.com/entertainment/kannada/movies/news/suman-ranganathan-ties-the-knot-with-businessman-sajan/articleshow/69664114.cms|title=Suman ties the knot with businessman Sajan|date=6 June 2019|website=www.timesofindia.com}}|</ref>|2019}}",,,"[[Bengaluru]], [[Karnataka]], [[India]]",,,,,Suman Ranganathan at 60th South Filmfare Awards 2013 (cropped).jpg,,,,,,,,,,Indian,,5 ft 7 in,,
Sumana Kittur,,"Film director, lyricist, screenwriter, journalist",,,,{{marriage|Srinivas|2020}},,,"Kittur, [[Periyapatna]], [[Mysore]], [[Karnataka]], India",,,,,,,,,,,,,,,,,,,
Sumathi Murthy,,"Musician, Composer, LGBT rights activist",,,,,,,,,,,,,,,,,,,,,,Indian,,,,
Sumathi Rao,,,,,,[[Ashoke Sen]],{{Birth date and age|1956|12|5|df|=|yes}},,,,,,,,http://www.hri.res.in/~sumathi/,,,,,,{{ublist|Fellow of the [[National Academy of Sciences]]|Fellow of the [[Indian Academy of Sciences]]}},,,[[Indian people|Indian]],,,,
Sumithra,,Film actress,,,,[[D. Rajendra Babu]] (m.1980; Died on 2013),{{Birth date and age|1953|09|18|df|=|y}},,"[[Thrissur]], [[Kerala]]",,,,,,,[[Umashankari]] (b.1982)<br />[[Nakshatra (actress)|Nakshatra]] (b.1990),,,,,,,,,,,,
Sumitra Devi,,[[Actress]],,Murali Chattopadhyay,,Debi Mukherjee,{{birth date|df|=|y|1923|07|22}},{{death date and age|1990|08|28|1923|07|22|df|=|y}},"[[Suri, Birbhum|Shiuri]], [[Birbhum]], [[West Bengal]]",,,,''Sandhi''<br/>''[[Meri Bahen]]''<br/>''Pather Dabi''<br/>''Abhijog''<br/>''Devi Chowdhurani''<br/>''Swami''<br/>''[[Mamta (1952 film)|Mamta]]''<br/>''[[Saheb Bibi Golam (Film)|Saheb Bibi Golam]]''<br/>''[[Jagte Raho]]''<br/>''Andhare Alo''<br/>''Joutuk''<br/>''Kinu Gowalar Gali'',File:Sumitra-devi-in-1956.jpg,,Bulbul,সুমিত্রা দেবী,,,,[[Bengal Film Journalists' Association – Best Actress Award|BFJA Awards]],,,[[India]]n,,,,
Sunaina,,"[[Actress]], [[Model (person)|Model]]",,,,,,,"[[Nagpur]], [[Maharashtra]], India",,,,,Sunania at 61st FF.jpg,,,,,,,,,,,,,,
Dr.Sunanda Nair,,,,,,,,,"[[Mumbai]], India",,,,,Sunanda Nair.jpg,{{URL|www.sunandanair.com}},,,,,,,[[University of Mumbai]] (MA),,,,,,
Vidhya Shree,,Actress,,,,Raj (m.1996-present),{{Birth date and age|df|=|yes|1972|07|23}},,Andhra Pradesh,,,,,,,Shashank (b.1998),,,,,,,,,,,,
Sunny Leone,,"Actress, former [[pornographic actress]]",,,,{{marriage|Daniel Weber|2011}},{{Birth date and age|mf|=|yes|1981|5|13}},,"[[Sarnia, Ontario]], [[Canada]]",,,[[Bigg Boss (Hindi season 5)|Bigg Boss 5]] <br />[[Jism 2]]<br />[[Ragini MMS 2]]<br />[[Ek Paheli Leela]]<br />[[Raees (2017 film)|Raees]],,Sunny Leone at Lakme Fashion Week 2017.jpg,,3,,,,,,,,,,,,
Supriya Devi,,Actress,,,,{{marriage|Bishwanath Choudhury|1954|reason|=|divorced|1958}} {{marriage|[[Uttam Kumar]]|1963|1980}},{{birth date|1933|1|8|df|=|y}},{{dda|2018|1|26|1933|1|8|df|=|y}},"[[Myitkyina]], [[British Burma]] (now [[Myanmar]])","[[Kolkata, India]]",,,''Amrapali''<br />''[[Meghe Dhaka Tara]]''<br />''Shuno Baranari''<br />''[[Komal Gandhar]]''<br />''Swaralipi''<br />''Teen Adhyay''<br />''Sanyasi Raja''<br />''Sister'',"The President, Shri Pranab Mukherjee presenting the Padma Shri Award to Ms. Supriya Devi, at an Investiture Ceremony-II, at Rashtrapati Bhavan, in New Delhi on April 26, 2014.jpg",,,,,,,[[Padma Shri]]<br />[[Banga-Vibhushan]]<br />[[Filmfare Awards East|Filmfare Award]]<br />[[Bengal Film Journalists' Association Awards|BFJA Awards]],,,,,,,
Supriya Karnik,,[[Actress]],,,,,,,,,,,,https://www.google.com.kw/search?ie=UTF-8&client=ms-android-samsung&source=android-browser&q=Supriya+Karnik&gws_rd=cr&ei=S-hYVtj6M8qxUbj_sugH#gws_rd=cr&imgrc=x9w0uLmSQT8KyM%3A,,,,,,,,,,,,,,
Supriya Kapoor,,[[Actress]],,,[[Dina Pathak]],{{marriage|[[Pankaj Kapur]]|1988}},{{Birth date and age|1961|01|07|df|=|yes}},,"[[Mumbai]], [[Maharashtra]], India",,,Actor,"{{ubl
  | ''[[Kalyug (1981 film)|Kalyug]]''
  | ''[[Bazaar (1982 film)|Bazaar]]''
  | ''[[Goliyon Ki Raasleela Ram-Leela]]''
  | ''[[Aravinda Sametha Veera Raghava]]''}}",Supriya Pathak in 2015.jpg,,2,,,,,"[[Filmfare Award for Best Supporting Actress]] (1982, 1983, and 2013)",[[Bachelor of Fine Arts]] (Dance),,,,,,
Supriya Pilgaonkar,,"[[Actress]], [[film director]], [[Film producer|producer]]",,,,{{marriage|[[Sachin (actor)|Sachin Pilgaonkar]]|1985}},{{Birth date and age|1967|08|16|df|=|yes}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,SupriyaPilgaonkar.jpg,,[[Shriya Pilgaonkar]] (b. 1989),,,,,,,,[[India]]n,,,,
Supriya Shukla,,Actress,,,,,14 June,,India,,,,,Supriya Shukla at Zee Rishtey Awards 2018.png,,,,,,,,,,,,,,
Suraiya,,Actress and playback singer in her own films (in Hindi language films),,,,,{{Birth date|df|=|y|1929|06|15}},{{Death date and age|df|=|yes|2004|01|31|1929|06|15}},"[[Lahore]], [[Punjab Province (British India)|Punjab, British India]]<br/><small>(now in [[Punjab, Pakistan|Punjab]], Pakistan)</small>","[[Mumbai]], [[Maharashtra]], India",,Hindi language films and songs,"Films like ''Tadbir'' (1943), ''Phool'' (1945), ''Anmol Ghadi'' (1946), ''Dillagi'' (1949), ''Duniya'' (1950), ''Mirza Ghalib'' (1953) and multiple songs that were hit in their times",Suraiya-1952.jpg,,,,Suraiya signature.svg,,,[[#Honours and recognition|See List]],,,Indian,,,,
Surbhi Chandna,,[[Actress]],,,,,11 September,,"[[Bombay]], [[Maharashtra]], [[India]]",,,[[Ishqbaaaz]]<br>[[Sanjivani (2019 TV series)|Sanjivani]]<br>[[Naagin (2015 TV series)|Naagin 5]],,Surbhi Chandna at the 25th SOL Lions Gold Awards 2018.jpg,,,,,,,,,,,,,,
Surbhi Jyoti,,[[Actress]],,,,,{{birth date and age|1988|05|29|df|=|yes}},,"[[Jalandhar]], [[Punjab, India|Punjab]], India",,,{{ubl|''[[Qubool Hai]]''| ''[[Koi Laut Ke Aaya Hai]]''|''[[Naagin (2015 TV series)| Naagin 3]]''}},,Surbhi Jyoti at Riddhi Dogra’s Pre-Diwali bash at The Stadium Bar.jpg,,,,,,,,,,,,,,
Surveen Chawla,,"[[Actress]], [[Model (person)|model]]",,,,,{{Birth date and age|df|=|yes|1984|8|1}},,"[[Chandigarh]], [[India]]",,,,,Surveen Chawla celebrities grace Lux Golden Rose Awards 2016 in Mumbai (27) (cropped).jpg,,,,,,,,"Chandigarh College for Women, [[Chandigarh]]",,,,,,
Suryakantham,,Film actor,,,,Peddibhotla Chalapathi Rao,{{birth date|df|=|yes|1924|10|28}},{{death date and age|df|=|yes|1994|12|18|1924|10|28}},"[[Kakinada]], [[East Godavari District]], [[Madras Presidency]], [[British India]] (now [[Andhra Pradesh]], [[India]]) {{Citation needed|date|=|November 2019}}",,,,,,,,,,,,,,,,,,,
Sushma Ahuja,,"Director, writer",,,,,,,,,,,,,,,,,,,,,,,,,,
Sushama Reddy,,"[[Model (person)|Model]], [[Actor|actress]], [[film producer|producer]]",,,,,,,,,,,,Sushama_Reddy.jpeg,,,,,,,,,,,,,,
Sushmita Sen,,{{hlist|Actress|model}},,,,,{{birth date and age|1975|11|19|df|=|y}},,"[[Hyderabad]], [[Andhra Pradesh]], India (now in [[Telangana]])",,,,,File:Sushmita Sen Manish M B'day Bash.jpg,,2,,,[[Femina Miss India|Femina Miss India 1994]]<br/>[[Miss Universe 1994]],,,,,,,,,
Susmita Bagchi,,"Lecturer ,Fiction Writer,  Editor, Bureaucrat",,,,[[Subroto Bagchi]],{{birth date |df|=|yes|1960|09|25}},,,,,,"Children of a Better God,<br>''Akasha Jeunthi Katha''",,,,,,,,"Sahitya Akademi Award ,<br>Prajatantra Award ,  <br>Gangadhar Rath Foundation Award",,,Indian,,,,
Suvaluxmi,,[[Actress]],,,,{{marriage |Swagato Banerjee|2002}},{{birth date and age|df|=|yes|1977|8|19}},,Kolkata,,,,,,https://suvaluxmi.com/index.html,,,,,,,,,,,,,
Suvira Jaiswal,,,,,,,,,India,,,,,Prof. Suvira Jaiswal (Taken in 2016).jpg,,,,,,,,,,,,,,
Suzanna Mukherjee,,[[Actress]],,,,,,,[[Ukraine]],,,,,Suzanna Mukherjee at promtional events.jpg,,,,,,,,,,Indian,,,,
Dr. Swapna Patker,,"Film producer, writer, entrepreneur",,,,,,,"[[Maharashtra]], India",,,,,Swapna Patker and Hrishitaa Bhatt (cropped).jpg,"{{url|drswapnapatker.com/}} , {{url|mindworkstrainingsystem.com/}}",,,,,,,"[[Indira Gandhi National Open University]], [[University of Mumbai]]",,Indian,,,,
Swara Bhasker,,Actress,,[[C. Uday Bhaskar]],,,{{birth date and age|1988|04|09|df|=|y}},,"[[Delhi]], India",,,,,Swara Bhaskar in 2017.jpg,,,,,,,,,,,,,,
Dr. Swaroop Rawal,,"Actress, model, producer",,,,[[Paresh Rawal]],{{birth date and age|df|=|yes|1958|11|3}},,[[India]],,,,,Swaroop Sampat.jpg,,2,,,[[Femina Miss India|Miss India Universe 1979]],,,,,,,,,
Swastika Mukherjee,,[[Actress]],,,,,{{birth date and age|df|=|yes|1980|12|13}},,"[[Kolkata]], [[West Bengal]], [[India]]",,,,,Swastika Mukherjee - Kolkata 2015-10-10 5831.JPG,,1,,,,,,,,,,,,
Swati Bhise,,"[[Bharatanatyam]] dancer, educator, producer, writer, director and promoter of the arts",,,,,{{birth date and age|df|=|yes|1959|10|21}},,"[[Mumbai, India]],",,,,,Swati Bhise (48997086927).jpg,,,,,,,,,,,,,,
Swathi Reddy,,{{hlist|Actress|television presenter|playback singer|voice actor}},,,,{{marriage| Vikas Vasu |2018}},{{birth date and age|df|=|yes|1987|4|19}},,"[[Vladivostok]], [[Russian Soviet Federative Socialist Republic|Russian SFSR]], [[Soviet Union]] <br/>(present-day [[Far Eastern Federal District]], [[Russia]])",,,,,Swati TeachAIDS Launch 2010.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Taapsee Pannu,,"Actress, Producer",,,,,{{birth date and age|df|=|y|1987|8|1}},,"[[New Delhi]], India",,,,,Taapsee Pannu snapped during media interactions.png,,,,,,,,,,,,,,
Tabu,,Actress,,,,,{{birth-date and age|4 November 1971}},,"[[Hyderabad]], [[Andhra Pradesh]] {{small|(present-day [[Telangana]])}} , India",,,,[[Tabu filmography|Full list]],Tabu LFW 2017.jpg,,,,,,[[Padma Shri]] (2011),[[List of awards and nominations received by Tabu|Full list]],,,,,,,
Talluri Rameshwari,,[[Actress]],,,,Deepak Seth,,,,,,,,,,,,,,,FilmFare and Nandi Awards,,,,,,,
Tamannaah,,Film actress<br>Model,,,,,{{birth date and age|df|=|yes|1989|12|21}},,"[[Bombay]], [[Maharashtra]], India",,,,[[Tamannaah filmography|Full list]],"File:Tamannaah at an event in Cochin, July 2018.jpg",,,,,,,[[List of awards and nominations received by Tamannaah|Full list]],,,,,,,
Tannaz Irani,,Actress,,,,Farid Currim<br/> {{marriage|[[Bakhtiyaar Irani]]|2007}},{{Birth date and age|df|=|y|1971|04|08}},,"[[Mumbai]], [[Maharashtra]], [[India]]",,,,,Tanaaz-Irani.jpg,{{URL|http://www.tannazirani.com}},,,,,,,,,,,,,
Tanishaa Mukerji,,Actress,,,,,{{birth date and age|1978|03|03|df|=|yes}},,"[[Mumbai]], [[Maharashtra]], India",,,,,Tanishaa Mukerji in 2020 (cropped).jpg,,,,,,,,,,[[India]],,,,
Tannishtha Chatterjee,,Film [[actor|actress]],,,,,,,"[[Pune]], [[Maharashtra]], India",,,,,Tannishtha Chatterjee at Premiere of 'The Forest' (3).jpg,,,,,,,,,,[[India]]n {{flagicon|India}},,,,
Tanu Roy,,"actress, model",,,,,{{birth date and age|df|=|yes|1980|12|26}},,"[[Kolkata]], [[India]]",,,,,http://www.google.fr/imgres?safe=active&sa=X&espvd=210&es_sm=91&biw=1207&bih=715&tbm=isch&tbnid=_VQOIVR2gukk6M%3A&imgrefurl=http%3A%2F%2Fwww.cinemahour.com%2Fgallery%2Ftanu-roy%2Ftanu-roy-gallery-3%2F89432.html&docid=ABp-eYzPp0NU7M&imgurl=http%3A%2F%2Fwww.cinemahour.com%2Fgallery%2Factresses%2Ftollywood%2FTanu%252520Roy%2FTanu%252520Roy%252520Gallery%2525203%2F15153551DSC_1475.jpg&w=1600&h=1071&ei=S1L2UvfmH6rV0QXNjYGIDQ&zoom=1&iact=rc&dur=933&page=1&start=0&ndsp=24&ved=0CHgQrQMwCw,,,,,,,,,,,,,,
Tanuja,,Actress,,,,[[Shomu Mukherjee]]<br/><small>(m. 1973 {{ndash}} 2008; his death)</small>,{{birth date and age|1943|9|23|df|=|yes}},,"[[Mumbai|Bombay]], [[Bombay Presidency]], [[British Raj|British India]] (present-day [[Mumbai]], [[Maharashtra]], [[India]])",,,,,"{{CSS image crop
  | Image |=| Kajol, Tanuja, Tanisha Mukherjee at Esha Deol's wedding reception 12.jpg
  | bSize |=| 580
  | cWidth |=| 170
  | cHeight |=| 230
  | oTop |=| 60
  | oLeft |=| 195
  | Location|=|center}}",,[[Kajol]] and [[Tanishaa Mukerji|Tanisha]],,,,,,,,,,,,
Tanuja Chandra,,"Film director, writer",,,,,,,"[[Delhi]], [[India]]",,,,,Tanuja Chandra.jpg,,,,,,,,,,Indian,,,,
Tanushree Dutta,,{{hlist|[[Model (person)|Model]]|[[Actress]]}},,,,,{{Birth date and age|1984|3|19|df|=|yes}},,"[[Jamshedpur]], [[Bihar]] (now in [[Jharkhand]]), India",,,,,Tanushree_Dutta_at_Femina_Miss_India_Finalists_(24).jpg,,,,,[[Femina Miss India|Femina Miss India Universe 2004]],,,,,,,,,
Tanushree Shankar,,dancer and choreographer,,,,[[Ananda Shankar]],{{Birth date and age|df|=|y|1956|03|16}},,,,,,,"Sangeet Natak Akademi Awardee.Tanushree Shankar, Dance, at the investiture ceremony, at Rashtrapati Bhavan (cropped).jpg",,,,,,,,,,,,,,
Tanvi Azmi,,Actor,,,,[[Baba Azmi]],,,,,,,,Tanvi Azmi still18.jpg,,,,,,,,,,[[Indian people|Indian]],,,,
Tara,,"Actress, politician",,,,{{marriage|[[H. C. Venugopal]]|2005}},"{{birth date and age|1971|3|4|df|=|yes}} {{efn|Tara has said that she was born on 4 March 1971|ref|{{cite web|url=http://epaper.kannadaprabha.in/pagezoomsinwindows.php?img=undefined&id=17719&boxid=142023&cid=4&mod=1&pagenum=2|title=ತಾರಾ ಜನ್ಮ ರಹಸ್ಯ|date=4 March 2017|access-date=6 March 2017|language=kn|work=[[Kannada Prabha]]|trans-title=The Secret of Tara's Birth|archive-url=https://web.archive.org/web/20170306052151/http://epaper.kannadaprabha.in/pagezoomsinwindows.php?img=undefined&id=17719&boxid=142023&cid=4&mod=1&pagenum=2|archive-date=6 March 2017}}|</ref>| whereas a news report carried by ''[[The Times of India]]'' in 2013 quoted she was 48, which implies she was born in c. 1965.|ref| name=""toi1""}} whereas a news report carried by ''[[The Times of India]]'' in 2013 quoted she was 48, which implies she was born in c. 1965.",,"[[Bangalore]], [[Mysore State]] (now [[Karnataka]]), India",,,,,"{{CSS image crop		
|Image |=| The Minister of Culture & Urban Development Shri S.Jaipal Reddy inaugurating the International Film Festival of India - 2005, in Panaji, Goa on November 24, 2005 (1).jpg
|bSize |=| 1200 	
|cWidth |=| 230	
|cHeight |=| 250	
|oTop |=| 310	
|oLeft |=| 670	
|Location|=|center}}",,1,,,,,,,,,,,,
Tara Alisha Berry,,Actress,,,,,,,India,,,,,Tara Alisha Berry.jpg,{{url|https://www.instagram.com/taraalishaberry}},,,,,,,,,,,,,
Tara Sharma,,[[Actress]]<br>[[Model (person)|Model]]<br>[[Television presenter]],,,,{{marriage|[[Roopak Saluja]]|2007}},{{Birth date and age|df|=|yes|1977|01|11}},,"[[London]], [[England]]",,,,,Tara promotes '10ml Love'.jpg,,2,,,,,,,,,,,,
Tara Sutaria,,Actress,,,,,{{Birth date and age|1995|11|19|df|=|yes}},,"[[Mumbai]], [[Maharashtra]], India",,,,,Tara Sutaria at Sabyasachi event in 2019 (crop).jpg,,,,,,,,,,,,,,
Tarana Raja,,{{hlist|Actress|dancer|television anchor|radio host}},,,,,{{birth year and age|1977}},,,,,,,,,,,,,,,,,,,,,
Taruna Madan Gupta,,,,,,,,,[[New Delhi]],,,[[Aspergillosis]] and [[innate immunity]],,,,,,,,,"Indo-US Wiestemm WIS Fellowship 2019

CSIR Young Scientist Award & INSA Young Scientist Award",,,[[India]]n [[File:Flag of India.svg|20px]],,,,
Taruni Sachdev,,{{hlist|Model|Actress}},,,,,{{Birth date|1998|05|14|df|=|yes}},{{Death date and age|2012|05|14|1998|05|14|df|=|yes}},"[[Mumbai]], [[Maharashtra]], India","[[Jomsom]], Nepal",[[Agni Air Flight CHT]] crash,,,Taruni - from Commons.jpg,,,,,,,,,,,,,,
Teenaa Kaur Pasricha,,"Director, Writer",,,,,,,,,,,,TeenaaKaurPasricha.jpg,,,,,,,,,,,,,,
Tejaswi Madivada,,Actress,,,,,,,"[[Hyderabad]], Andhra Pradesh, India<br />(now in [[Telangana]], India)",,,Acting,"Ice cream, Svsc, kerintha etc;",Tejaswi Madivada Hot.jpg,,,,,,,,BA (mass communications),,Indian,,,,
Tina Desai,,{{hlist|Actress|Model}},,,,,{{Birth date and age|1987|02|24|df|=|y}},,"Bangalore, India",,,,,Tina Desai in 2012.jpg,,,,,,,,,,,,,,
Tia Bajpai,,{{hlist|Actress|singer}},,,,,,,,,,,,TiaBajpai.jpg,,,,,,,,,,,,,,
Tillotama Shome,,Actress,,,,,25 June,,"[[Kolkata]], [[West Bengal]], India",,,,,"{{CSS image crop
|Image |=| Press conference by Mrituniay Devvrat, Director of the film “CHILDREN OF WAR” Soumya Joshi Devvrat, Producer and Actress Tillotma Shome, at the 45th International Film Festival of India (IFFI-2014), in Panaji, Goa.jpg
|bSize |=| 1000
|cWidth |=| 220
|cHeight |=| 220
|oTop |=| 290
|oLeft |=| 110
|Location|=|center}}",,,,,,,,,,Indian,,,,
Tina Datta,,{{hlist|Actress|model}},,,,,{{birth date and age|1991|11|27|df|=|yes}},,,,,{{ubl|''[[Uttaran]]''|[[Fear Factor: Khatron Ke Khiladi 7]]}},,Tina Dutta.jpg,,,,,,,,"Meghmala Roy Education Centre(Behala)
St. Paul's Boarding & Day School (Khidderpore).",,[[Indian people|Indian]],,,,
Tina Ambani,,"Actor, activist, philanthropist",,,,{{marriage|[[Anil Ambani]]|1991}},{{birth date and age|df|=|y|1958|2|11}},,"[[Bombay]], [[Bombay State]], [[India]]",,,,,Tina ambani.jpg,,2,,,[[Femina Miss India|Femina Teen Princess 1975]],,,,,,,,,
Tisca Chopra,,"Actress, Author and Producer",,,,Sanjay Chopra,{{birth date and age|1973|11|01|df|=|yes}},,"[[Kasauli]], [[Himachal Pradesh]], [[India]]",,,,,Tisca Chopra snapped doing media interactions for Chhuri (06) (cropped).jpg,,1,,,,,,,,,,,,
Tripuramba,,{{hlist|Actress|singer}},,,,Venugopal,17 July 1910,1979,"[[Mysore state]], [[British India]]",,,,,Tripurambha.jpeg,,,,,,,,,,,,,,
Trisha Krishnan,,{{hlist|Actress|Model}},,,,,{{birth date and age|df|=|yes|1983|05|04}},,"[[Madras]], [[Tamil Nadu]], India",,,,,Trisha at World Children's Day Press Meet.png,,,,,[[Miss Chennai]] (1999),"{{plainlist|
* [[Kalaimaamani]] (2010)}}",[[#Awards and recognition|See below]],[[Ethiraj College for Women]],,,,,,
Tulip Joshi,,Actress,,,,Captain Vinod Nair,{{birth date and age|df|=|yes|1979|09|11}},,"[[Mumbai]], [[Maharashtra]], India",,,,,Tulip Joshi interacts with young girls at Arts in Motion's 'Dance with Joy' event 11.jpg,,,,,,,,,,,,,,
Tun Tun (Uma Devi Khatri),,Singer<br>actress-comedian,,,,,{{Birth date|1923|07|11|df|=|y}},{{Death date and age|2003|11|24|1923|7|11|df|=|y}},"[[United Provinces of British India|United Provinces]], [[British India]] <br>
(present-day [[Uttar Pradesh]], India)","[[Mumbai]], [[India]]",,,,,,,,,,,,,,,,,,
Twinkle Khanna,,{{hlist|Author|columnist|film producer|former actress}},,[[Rajesh Khanna]],[[Dimple Kapadia]],{{marriage|[[Akshay Kumar]] | 2001}},{{Birth date and age|df|=|y|1974|12|29}},,"[[Mumbai|Bombay]], Maharashtra, India",,,,,Twinkle khanna.jpg,,2,,,,,,,,,,,,
Udaya Chandrika,,"Actress, Producer",,,,,,,,,,,,Udaya Chandrika.jpeg,,,,,,,,,,Indian,,,,
Udhayathara,,Actress,,,,Jubin Joseph,{{Birth date and age|df|=|yes|1988|03|16}},,"[[Malabar (Northern Kerala)|Malabar]], [[Kerala]]",,,,,,,,,,,,,,,,,,,
Udita Goswami,,"Actress, Model",,,,{{marriage|[[Mohit Suri]]|2013}},{{birth date and age|1984|2|9|df|=|yes}},,"[[Dehradun]], [[Uttarakhand]], [[India]]",,,,,Udita Goswami at the Success bash of 'Aashiqui 2' at Escobar.jpg,,2,,,,,,,,,,,,
Ujjwala Raut,,,,,,{{marriage|Maxwell Sterry|2004|2011|reason|=|divorced}},{{Birth date and age|df|=|yes|1978|06|11}},,"[[Bombay]], [[India]]",,,,,Ujjwala_Raut.jpg,,1,,,,,,,,,,{{height|m|=|1.78}},Brown,Black
Ulka Gupta,,Actress,,,,,{{birth date and age|1997|04|12|df|=|y}},,"[[Saharsa]], [[Bihar]], [[India]]",,,,,,,,,,,,,,,[[India]]n,,,,
Uma Shankari,,[[Film actor|Film actress]],,,,H. Dushyanth<br> (m.2006-present),{{Birth date and age|1982|03|02|df|=|y}},,,,,,,,,,,,,,,,,,,,,
Uma Padmanabhan,,"[[Actress]], [[Television presenter|Presenter]]",,,,Padmanabhan (divorced),{{Birth date and age|df|=|yes|1965|09|27}},,"[[Chennai]], [[Tamil Nadu]], India",,,,,,,,,,,,,,,,,,,
Umashree,,,,,,,{{Birth date and age|df|=|yes|1957|5|10}},,"''Nonavinakere'', [[Tiptur]], [[Tumkur District|Tumkur]], [[Karnataka]], India",,,,,--File- Umashree Standing Photo--.jpeg,,,,,,,,,,,,,,
